"Lipid","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"SM 42_4",25840.7899752339,38237.6486797862,33432.963019786,28820.2915305852,25840.7899752339,41464.3178917538,36018.5583491844,22368.5936166911
"SM 42_2",568.856072751554,1784.75471519342,816.88161587436,1470.78612428839,625.945831006615,178.754791908948,544.221336627261,411.857620228863
"SM 32_2",2549.09651182585,1897.22557948763,2914.5716884683,3204.28483972103,3488.07484525728,2631.50820672498,2631.50820672498,2526.69052478253
"SM 42_0",2668.93604567935,2463.72976106722,2497.42925529389,2933.8102000047,3124.45974486288,2668.93604567935,3021.7095752333,2296.18709518999
"SM 34_2",3968.82427597725,4690.18976199036,2819.37281518542,4757.69518913288,5234.7527711077,5499.30928878379,4757.69518913288,3178.84755895613
"SM 44_2",3512.76359261794,7717.57215669645,11286.2522497817,7446.47496056903,6986.65352454895,9315.48313178483,11286.2522497817,8590.10472840768
"SM 44_1",5256.26325178087,9929.8943000495,14781.3594675502,13933.4216065439,6018.64947411107,5003.92710488384,15576.6245390726,16398.9150415773
"SM 34_1",5169.20242420531,5078.54572133119,3871.3772013047,3684.63961635496,4033.57837199241,7588.59786689119,5597.29459016579,3414.40905155836
"SM 42_1",3461.41157137891,3204.28483972103,2549.09651182585,4851.37058862409,5169.20242420531,3021.7095752333,3488.07484525728,1744.8986397575
"SM 32_0",1202.8325934515,2497.42925529389,3512.76359261794,6271.41537921545,5450.01206490267,3178.84755895613,3340.27121100111,3055.71176991106
"SM 30_1",1236.73503590444,698.43541324027,1008.0225270837,865.405251708266,967.493285690812,865.405251708266,967.493285690812,625.945831006615
"SM 42_5",1784.75471519342,5499.30928878379,3582.78283814596,6112.19420364619,4566.45164615393,2775.60599579203,2121.38240169709,2121.38240169709
"TG 52_5",3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,1868490.06904269,3825174.81132648,3825174.81132648,3825174.81132648
"TG 52_1",3118936.40300598,3118936.40300598,2312439.64183552,2312439.64183552,3825174.81132648,2312439.64183552,3118936.40300598,2312439.64183552
"TG 56_10",552068.08035453,165485.017869633,208716.393441901,155894.155542305,14781.3594675502,65411.1871387707,100467.2537942,161088.750012994
"TG 52_7",1134041.26260503,223228.131089919,230578.728667732,223228.131089919,97796.0749756159,88449.4122228755,127606.714026263,223228.131089919
"TG 56_5",839560.346929273,2085781.36793071,1868490.06904269,1868490.06904269,288542.857786893,2085781.36793071,2085781.36793071,1868490.06904269
"TG 50_0",106785.324186153,177440.178067119,88449.4122228755,172072.500201358,249489.198769068,223228.131089919,130875.367426132,106785.324186153
"TG 58_6",208716.393441901,497287.806887986,434131.974478271,483227.516564253,28820.2915305852,434131.974478271,288542.857786893,529715.359791516
"TG 60_13",134895.775914482,71392.0823432206,73104.0557603158,73104.0557603158,7181.06267139208,29098.7429507766,46168.3328830869,60851.666002477
"TG 42_1",10114.6473977691,3098.33124903292,3124.45974486288,3582.78283814596,62976.8967742018,2599.2538413481,3381.53356686189,11514.8733047935
"TG 44_2",67001.4355209511,25140.6987545294,30343.1142901674,30343.1142901674,122669.923299236,14421.4546845661,27466.5295318216,65411.1871387707
"TG 60_7",65411.1871387707,130875.367426132,84833.5770545398,122669.923299236,10940.7823372663,84833.5770545398,106785.324186153,147512.648350628
"TG 56_3",2085781.36793071,1868490.06904269,1043151.80276023,1624404.53028459,1043151.80276023,1868490.06904269,1624404.53028459,3118936.40300598
"TG 56_4",932760.278094542,1624404.53028459,1258989.27548095,1258989.27548095,497287.806887986,1624404.53028459,1258989.27548095,1624404.53028459
"TG 62_11",12185.5819323399,39263.3205847908,34344.8502303868,34344.8502303868,4851.37058862409,28820.2915305852,31044.5978948227,38237.6486797862
"TG 46_3",147512.648350628,60851.666002477,62976.8967742018,74711.6316580016,147512.648350628,34344.8502303868,65411.1871387707,120923.941238811
"TG 54_9",165485.017869633,41464.3178917538,60851.666002477,46168.3328830869,8881.26991652829,25840.7899752339,36831.9509883591,54129.4581072229
"TG 60_6",88449.4122228755,120923.941238811,65411.1871387707,91776.7281086178,10042.6537131761,71392.0823432206,91776.7281086178,165485.017869633
"TG 46_0",3073.38796754991,3381.53356686189,3791.74057775684,5256.26325178087,84833.5770545398,6376.40094562033,3933.98877819309,3606.73631201073
"TG 54_7",120923.941238811,54129.4581072229,74711.6316580016,60851.666002477,26954.2584921167,74711.6316580016,55951.1004690342,57656.0640663599
"TG 42_2",16398.9150415773,5677.53512080746,6376.40094562033,8098.19161660726,30343.1142901674,3871.3772013047,6376.40094562033,21955.3065881794
"TG 50_1",1258989.27548095,1043151.80276023,707691.054467675,1134041.26260503,1624404.53028459,1134041.26260503,1134041.26260503,839560.346929273
"TG 64_15",6112.19420364619,11286.2522497817,8881.26991652829,8352.8966901949,1160.54267482823,3968.82427597725,6615.97621860381,9430.7525966114
"TG 52_6",62976.8967742018,35356.0511854785,49734.025777868,42603.1113185256,46168.3328830869,51163.9308922764,40473.1871602372,31044.5978948227
"TG 58_12",55951.1004690342,31780.529422496,42603.1113185256,37606.8448428336,3871.3772013047,11514.8733047935,22368.5936166911,36018.5583491844
"TG 62_10",8461.29006782076,20489.9222612137,23285.0086005339,22806.8163709131,1032.09039381935,20917.2201021667,20110.2922438145,22806.8163709131
"TG 48_1",33432.963019786,28220.663034298,26384.9106305458,26954.2584921167,79213.7221080975,25140.6987545294,24440.1162705759,19282.3501521796
"TG 48_0",11746.80878921,13265.0160448372,12859.732335181,11883.0535993216,69043.8616110691,17674.5104604884,13013.8554366387,9003.97914838529
"TG 52_0",149913.812541413,230578.728667732,134895.775914482,152762.719740033,238600.25151464,208716.393441901,177440.178067119,137574.586366284
"TG 52_2",27466.5295318216,8806.42203184084,7248.00547219934,8461.29006782076,14953.6999839701,2792.16641440127,3582.78283814596,8031.41988129279
"TG 40_1",6737.60235618507,3757.47925791549,1640.88491618403,2238.01365217653,27466.5295318216,2216.95286968574,2576.24005045038,11052.2513510666
"TG 62_14",60851.666002477,91776.7281086178,100467.2537942,127606.714026263,5553.65304921028,38237.6486797862,79213.7221080975,114985.666182594
"TG 58_5",333527.230997889,434131.974478271,249489.198769068,288542.857786893,60851.666002477,461722.822044454,461722.822044454,497287.806887986
"TG 58_4",483227.516564253,396714.381841279,172072.500201358,261622.123674963,73104.0557603158,261622.123674963,238600.25151464,572746.335508999
"TG 64_14",5450.01206490267,16137.634013348,10617.2889325545,12371.1538903283,730.332756594138,8651.41735427099,9235.46056029495,11633.1525248554
"TG 48_2",249489.198769068,122669.923299236,142201.058983506,147512.648350628,2312439.64183552,137574.586366284,122669.923299236,117680.956754378
"TG 62_9",6986.65352454895,20110.2922438145,11389.5918535874,16923.0401716664,951.55816296729,12185.5819323399,12617.9747302927,20110.2922438145
"TG 54_0",20489.9222612137,17289.7904010003,8651.41735427099,18166.6226030207,11286.2522497817,16137.634013348,18166.6226030207,20917.2201021667
"TG 40_0",951.55816296729,652.014498258233,899.044413759908,967.493285690812,5256.26325178087,1202.8325934515,1236.73503590444,1422.03743606239
"TG 60_5",74711.6316580016,69043.8616110691,46168.3328830869,49734.025777868,9503.48399080236,59201.6588274221,57656.0640663599,79213.7221080975
"TG 50_2",32856.9614001071,11389.5918535874,10713.8014338532,15576.6245390726,16923.0401716664,6986.65352454895,8881.26991652829,7446.47496056903
"TG 46_1",11633.1525248554,6737.60235618507,5351.22997895585,5734.19565769063,16398.9150415773,3442.63663383301,4108.57150185707,4315.69286789868
"TG 50_3",40968.7525259955,3704.45661471752,16780.9794302953,899.044413759908,2746.29622424888,1295.87866096083,3163.88024072688,2384.9094953177
"TG 60_14",13573.8301418147,3871.3772013047,5450.01206490267,5003.92710488384,652.014498258233,2178.01478957907,2775.60599579203,2763.26955216501
"TG 64_12",2933.8102000047,8031.41988129279,4566.45164615393,6481.37711101783,544.221336627261,4955.23892055682,5677.53512080746,4156.4876883499
"TG 64_11",1711.36237044589,5597.29459016579,4033.57837199241,5450.01206490267,229.267379420074,3582.78283814596,5003.92710488384,5894.31053216795
"TG 54_1",2312439.64183552,1134041.26260503,677637.045698538,839560.346929273,1134041.26260503,1043151.80276023,1043151.80276023,1258989.27548095
"TG 62_7",19282.3501521796,29098.7429507766,12371.1538903283,25840.7899752339,1376.14463056216,16638.9186889241,19282.3501521796,37606.8448428336
"TG 58_3",640563.219152152,333527.230997889,161088.750012994,230578.728667732,172072.500201358,238600.25151464,230578.728667732,617832.694707222
"TG 54_2",46.2231406157872,468.636942619916,2463.72976106722,46.2231406157872,178.754791908948,440.860440874608,85.7070415368658,504.415032282568
"TG 52_3",388.959228370039,229.267379420074,85.7070415368658,411.857620228863,85.7070415368658,348.253380980336,274.601658013218,85.7070415368658
"TG 58_9",4955.23892055682,2216.95286968574,17289.7904010003,1640.88491618403,1517.57027202074,2549.09651182585,1897.22557948763,2107.3595663576
"TG 50_4",8352.8966901949,2296.18709518999,5078.54572133119,568.856072751554,2631.50820672498,1610.30246045259,792.668621563319,967.493285690812
"TG 56_8",6481.37711101783,3461.41157137891,79213.7221080975,2412.99157743283,1640.88491618403,2990.93669150468,2888.20130516259,2274.48627613108
"TG 52_4",677637.045698538,15433.5236976061,602758.534037015,11514.8733047935,45075.3780566745,19565.0653679824,9632.81766929046,7248.00547219934
"CerP 40_1",21875.7054352157,20960.3514526219,20694.7584137579,18227.3106571733,10390.2614376092,17295.4484780253,10390.2614376092,12964.3948766442
"CerP 34_1",2530.81557511034,3241.97360008065,2834.86178398825,2530.81557511034,1712.03191162717,3820.181791235,2377.92415703998,5444.24300290601
"CL 76_4",14541.282991194,14541.282991194,13222.5141074643,14541.282991194,8580.54116734748,14541.282991194,18227.3106571733,9652.2881630867
"CL 74_9",33288.4448987544,60342.0065430414,58724.6142706174,56448.536332226,39833.3047734115,38297.9517129432,42899.5234995226,43832.3602661799
"CL 70_6",15924.7504294567,14856.5922293296,26154.9063350395,22765.2892577217,33712.1593854565,11469.547672019,21875.7054352157,18546.9651133156
"CL 72_7",89756.1928241146,174821.754738674,145525.564021415,151836.85010263,77856.7261190995,93754.3318697047,132036.420915596,129151.795798432
"CL 76_3",43832.3602661799,47292.6383602812,43832.3602661799,39833.3047734115,16266.6007322848,44573.6204245312,60342.0065430414,71869.8109222765
"CL 72_8",71869.8109222765,145525.564021415,109331.860803225,145525.564021415,41786.3781778188,87717.4768339602,104314.230063418,101591.649877395
"CL 74_11",815.524886831038,1464.39194596958,898.761494922817,640.373306046126,2258.812670135,854.830913687673,854.830913687673,743.940367277012
"CL 78_9",12796.5625080866,18227.3106571733,16977.7126066437,14364.0936677753,18546.9651133156,13222.5141074643,13767.4155586639,20090.3062441553
"CL 80_9",6692.07812720161,6543.25764471686,4835.83974370954,3371.24020338599,6820.23597199196,6820.23597199196,7468.91020537391,6369.13933549184
"CL 74_5",38995.8923045246,9827.58516510342,5722.81358738548,12362.8544060816,20694.7584137579,11976.4592245101,9098.52542038267,14541.282991194
"CL 76_7",12570.5021574445,15403.1035120041,11270.4635228106,13767.4155586639,18227.3106571733,18227.3106571733,13525.5969603434,12570.5021574445
"CL 82_2",13942.5319546468,10081.7855588267,10560.0202811424,12964.3948766442,8058.29143969921,17653.0468328609,14856.5922293296,13525.5969603434
"CL 74_10",3612.42450746274,5936.64649159397,6289.33066001893,4989.00768591836,5583.55899821461,5081.82969265839,5153.13534799435,4502.5501483236
"CL 68_2",26386.6191432758,26975.7613843969,14856.5922293296,14856.5922293296,28036.3954852253,36175.8079706462,18546.9651133156,14159.4172870317
"CL 78_8",9250.64966236269,10213.8036292411,9098.52542038267,6893.99101869691,14159.4172870317,10807.0903027805,8337.67239004813,9389.09614175612
"CL 78_6",18996.1980238552,9098.52542038267,9652.2881630867,10807.0903027805,6369.13933549184,6220.53409162898,6458.12179229517,12362.8544060816
"CL 74_8",34816.2292933379,62449.6329820844,70760.904738422,50170.0351653354,32818.1265976948,34816.2292933379,43832.3602661799,56448.536332226
"CL 80_15",4684.86472175451,6030.59166744479,4989.00768591836,12184.9155840296,4928.67225282779,4989.00768591836,6692.07812720161,2187.9540251399
"CL 74_7",3004.01763718004,424.015971290906,1221.38577054771,1918.79593092549,1918.79593092549,1570.84326976011,1570.84326976011,578.061556304768
"CL 72_3",8201.64304747211,6692.07812720161,6893.99101869691,4456.48694168206,3264.9740364125,4684.86472175451,4835.83974370954,6030.59166744479
"CL 82_4",11976.4592245101,12184.9155840296,6543.25764471686,7581.25015341629,20090.3062441553,21875.7054352157,8420.87075083541,3885.65596384799
"CL 70_5",7581.25015341629,13222.5141074643,20960.3514526219,15924.7504294567,24359.1009633871,7342.00216429879,16266.6007322848,15403.1035120041
"CL 80_10",4130.83029362121,2233.72773737846,6369.13933549184,4748.28122391277,3371.24020338599,2037.93291603604,2834.86178398825,3124.36269521101
"CL 82_9",2690.35120325713,1789.32580262947,2622.88783787293,2690.35120325713,2834.86178398825,640.373306046126,578.061556304768,2690.35120325713
"CL 78_11",1221.38577054771,4568.04361430066,2233.72773737846,4167.15954181807,1818.09326329959,3075.91575654467,3944.63350248391,2584.65283142539
"CL 72_6",40898.1228379609,71869.8109222765,89756.1928241146,63471.4515910202,56448.536332226,41786.3781778188,62449.6329820844,69382.8734553005
"CL 82_7",9827.58516510342,7045.24217979703,6124.59842367946,16977.7126066437,12184.9155840296,7243.7404663457,9250.64966236269,8201.64304747211
"CL 72_9",3190.93733642942,5314.72626670759,6458.12179229517,5484.76882944373,2187.9540251399,3124.36269521101,5484.76882944373,5314.72626670759
"CL 70_3",4342.12542272719,2584.65283142539,2377.92415703998,4568.04361430066,12570.5021574445,2744.74108536457,5583.55899821461,3944.63350248391
"CL 78_0",3820.181791235,3264.9740364125,3190.93733642942,3190.93733642942,2488.25166447273,2233.72773737846,2584.65283142539,2834.86178398825
"CL 72_4",3944.63350248391,3885.65596384799,7581.25015341629,6289.33066001893,3464.91457629439,1918.79593092549,4621.09206757743,6458.12179229517
"CL 76_12",6124.59842367946,8868.25204713259,9389.09614175612,9098.52542038267,4621.09206757743,5252.24897141774,7342.00216429879,6612.71816521373
"CL 82_8",24359.1009633871,24359.1009633871,16266.6007322848,34816.2292933379,14364.0936677753,20397.3985975092,20090.3062441553,14364.0936677753
"CL 78_1",12184.9155840296,12796.5625080866,17295.4484780253,17295.4484780253,30921.7774279654,12570.5021574445,13942.5319546468,25359.4961376173
"CL 82_13",854.830913687673,1182.89941520448,2488.25166447273,1464.39194596958,1118.64210972396,1182.89941520448,1221.38577054771,1338.71237844698
"CL 80_17",978.956717891724,815.524886831038,424.015971290906,707.98961758203,517.860808481724,1503.80374201632,1391.55056011297,898.761494922817
"CL 78_2",38297.9517129432,37335.188332672,33712.1593854565,37335.188332672,34816.2292933379,39833.3047734115,31811.2018101496,37335.188332672
"CL 68_6",5583.55899821461,1818.09326329959,3719.73096664114,3464.91457629439,2233.72773737846,2690.35120325713,3719.73096664114,3298.74597581063
"CL 74_1",69382.8734553005,54000.7873822487,47292.6383602812,69382.8734553005,87717.4768339602,52530.7338662063,54000.7873822487,55222.1279283342
"CL 80_12",58724.6142706174,56448.536332226,40898.1228379609,47292.6383602812,70760.904738422,58724.6142706174,38995.8923045246,35604.7529681929
"CL 68_0",6369.13933549184,6369.13933549184,3660.25599297855,3660.25599297855,6220.53409162898,7175.47660733322,3885.65596384799,5081.82969265839
"CL 68_1",3514.42337190523,2037.93291603604,3075.91575654467,2348.23663247028,2086.86468213465,4282.32971112297,3660.25599297855,2258.812670135
"CL 76_11",55222.1279283342,42899.5234995226,31811.2018101496,60342.0065430414,28562.8753300234,45678.3541423267,58724.6142706174,28036.3954852253
"CL 80_7",11270.4635228106,2405.41617633785,1960.74246301565,2405.41617633785,2968.72173068754,6692.07812720161,7842.77379494768,2037.93291603604
"CL 70_1",3371.24020338599,2968.72173068754,1034.92573100347,3612.42450746274,11106.5995383829,3612.42450746274,3190.93733642942,3719.73096664114
"CL 72_2",2187.9540251399,2086.86468213465,2968.72173068754,1257.1392907051,707.98961758203,1712.03191162717,1918.79593092549,2405.41617633785
"CL 78_10",2377.92415703998,2187.9540251399,1918.79593092549,3075.91575654467,578.061556304768,2348.23663247028,2233.72773737846,3660.25599297855
"CL 76_5",1960.74246301565,3551.14758813268,3371.24020338599,1960.74246301565,4130.83029362121,3885.65596384799,4213.9000763739,3514.42337190523
"PA 36_1",19551.2850426047,9652.2881630867,11106.5995383829,10213.8036292411,13222.5141074643,13942.5319546468,11469.547672019,7958.68099521296
"PA 38_2",52530.7338662063,21875.7054352157,34816.2292933379,35604.7529681929,26386.6191432758,54000.7873822487,44573.6204245312,17653.0468328609
"PA 40_4",80125.0146541009,58724.6142706174,66772.8036080204,55222.1279283342,45678.3541423267,80125.0146541009,77856.7261190995,29833.3524965028
"PA 40_6",267537.008867386,129151.795798432,166169.787073282,182128.323351054,132036.420915596,249085.483983685,285136.004926193,98514.3900552676
"PA 42_7",45678.3541423267,33712.1593854565,26975.7613843969,48136.539803773,60342.0065430414,50170.0351653354,41786.3781778188,20960.3514526219
"PA 34_2",1818.09326329959,1118.64210972396,1570.84326976011,1118.64210972396,1570.84326976011,2258.812670135,2127.30970585188,941.024114215905
"PA 34_1",4502.5501483236,2530.81557511034,4684.86472175451,4928.67225282779,6458.12179229517,3660.25599297855,4456.48694168206,2488.25166447273
"PA 38_5",18227.3106571733,6458.12179229517,8868.25204713259,8201.64304747211,26975.7613843969,10213.8036292411,9827.58516510342,2968.72173068754
"PA 36_2",126004.307551344,45678.3541423267,56448.536332226,64793.5896416226,71869.8109222765,132036.420915596,129151.795798432,58724.6142706174
"PA 40_5",109331.860803225,50170.0351653354,44573.6204245312,62449.6329820844,121044.482007913,82573.7838642449,66772.8036080204,33712.1593854565
"PA 36_3",6289.33066001893,3298.74597581063,4282.32971112297,7842.77379494768,2584.65283142539,2834.86178398825,5314.72626670759,2377.92415703998
"PA 42_8",37335.188332672,17295.4484780253,20090.3062441553,33288.4448987544,20397.3985975092,28562.8753300234,26386.6191432758,13942.5319546468
"PA 30_1",517.860808481724,707.98961758203,815.524886831038,1626.69860289342,743.940367277012,1034.92573100347,1060.89075349743,517.860808481724
"PA 28_4",2744.74108536457,4078.29456265301,1712.03191162717,3124.36269521101,7175.47660733322,3241.97360008065,2530.81557511034,2622.88783787293
"PA 38_3",121044.482007913,36175.8079706462,39833.3047734115,25359.4961376173,145525.564021415,98514.3900552676,56448.536332226,18996.1980238552
"PA 38_1",8420.87075083541,13942.5319546468,24359.1009633871,10560.0202811424,3190.93733642942,12362.8544060816,20694.7584137579,16977.7126066437
"PA 36_4",2921.18181952142,1918.79593092549,1182.89941520448,424.015971290906,2037.93291603604,815.524886831038,1182.89941520448,473.400163132699
"PA 38_6",5484.76882944373,2834.86178398825,1538.63447488684,2921.18181952142,2377.92415703998,2921.18181952142,2348.23663247028,1789.32580262947
"PA 40_7",23275.8576896441,15924.7504294567,11469.547672019,26386.6191432758,24086.534067023,24086.534067023,14159.4172870317,10560.0202811424
"PA 20_0",2459.38728185783,3991.3748774096,978.956717891724,1570.84326976011,8337.67239004813,20090.3062441553,4684.86472175451,1960.74246301565
"PG 36_2",182128.323351054,336573.855192415,267537.008867386,249085.483983685,104314.230063418,267537.008867386,199872.206548552,249085.483983685
"PG 38_4",16977.7126066437,39833.3047734115,28036.3954852253,32818.1265976948,31811.2018101496,25359.4961376173,24927.793808888,26154.9063350395
"PG 34_2",85302.2070384946,166169.787073282,228644.813185374,199872.206548552,85302.2070384946,151836.85010263,166169.787073282,190894.456675333
"PG 38_2",5722.81358738548,8337.67239004813,7342.00216429879,8420.87075083541,4989.00768591836,5722.81358738548,4282.32971112297,9098.52542038267
"PG 42_8",20960.3514526219,34816.2292933379,29833.3524965028,40898.1228379609,38297.9517129432,24927.793808888,24086.534067023,21469.6889966221
"PG 36_4",8868.25204713259,16977.7126066437,19551.2850426047,18546.9651133156,22765.2892577217,8674.60542344305,16977.7126066437,18227.3106571733
"PG 36_5",6458.12179229517,3124.36269521101,6220.53409162898,6220.53409162898,3004.01763718004,5370.91325114622,4078.29456265301,6543.25764471686
"PG 34_3",4213.9000763739,3944.63350248391,4167.15954181807,2037.93291603604,4835.83974370954,2584.65283142539,2690.35120325713,5153.13534799435
"PG 36_3",20397.3985975092,30921.7774279654,36175.8079706462,31811.2018101496,47292.6383602812,24359.1009633871,20960.3514526219,32818.1265976948
"PG 34_1",14364.0936677753,14364.0936677753,5444.24300290601,9389.09614175612,3719.73096664114,7662.26575393545,7175.47660733322,11106.5995383829
"PG 40_5",54000.7873822487,64793.5896416226,71869.8109222765,82573.7838642449,52530.7338662063,55222.1279283342,52530.7338662063,64793.5896416226
"PG 44_8",8058.29143969921,9389.09614175612,11692.1262614862,9652.2881630867,5153.13534799435,8420.87075083541,6124.59842367946,7342.00216429879
"PG 32_1",1570.84326976011,1960.74246301565,3004.01763718004,1221.38577054771,6893.99101869691,1391.55056011297,1257.1392907051,1818.09326329959
"PG 38_3",14159.4172870317,13525.5969603434,15924.7504294567,24927.793808888,21469.6889966221,18546.9651133156,17653.0468328609,22339.1385149186
"PG 38_5",2622.88783787293,2377.92415703998,3820.181791235,4213.9000763739,11270.4635228106,2809.51919385145,3612.42450746274,2459.38728185783
"PG 34_0",1257.1392907051,1570.84326976011,2086.86468213465,1060.89075349743,2127.30970585188,1221.38577054771,517.860808481724,1538.63447488684
"PG 34_4",1391.55056011297,578.061556304768,319.671396577873,782.807801679076,1257.1392907051,743.940367277012,319.671396577873,782.807801679076
"PG 36_6",1060.89075349743,319.671396577873,578.061556304768,319.671396577873,782.807801679076,517.860808481724,707.98961758203,640.373306046126
"PG 32_2",319.671396577873,854.830913687673,707.98961758203,978.956717891724,1221.38577054771,707.98961758203,640.373306046126,854.830913687673
"PG 44_2",1626.69860289342,1338.71237844698,854.830913687673,1034.92573100347,640.373306046126,578.061556304768,473.400163132699,815.524886831038
"PG 32_3",1182.89941520448,1503.80374201632,1503.80374201632,1391.55056011297,1034.92573100347,1464.39194596958,1338.71237844698,978.956717891724
"PI 38_4",6652040.89899764,6652040.89899764,6652040.89899764,6652040.89899764,5362269.2356172,6652040.89899764,6652040.89899764,6652040.89899764
"PI 36_2",145525.564021415,151836.85010263,121044.482007913,139579.628641828,93754.3318697047,101591.649877395,98514.3900552676,166169.787073282
"PI 34_1",296763.152977115,512788.22308561,394714.949936202,394714.949936202,328266.746833452,362490.366727177,411292.898500065,411292.898500065
"PI 40_5",77856.7261190995,109331.860803225,54000.7873822487,58724.6142706174,80125.0146541009,71869.8109222765,37335.188332672,66772.8036080204
"PI 38_5",6893.99101869691,4835.83974370954,7175.47660733322,4342.12542272719,4342.12542272719,5484.76882944373,2809.51919385145,4342.12542272719
"PS 38_4",4657575.21988667,3846506.03054789,2981965.03603535,3846506.03054789,4657575.21988667,3846506.03054789,3846506.03054789,2981965.03603535
"PS 40_6",659799.530305578,929044.315194367,751429.470397799,860116.9553139,659799.530305578,702224.346138206,702224.346138206,659799.530305578
"PS 38_3",285136.004926193,375529.627625284,296763.152977115,285136.004926193,336573.855192415,352004.975271914,267537.008867386,285136.004926193
"PS 40_7",9098.52542038267,10390.2614376092,15403.1035120041,13525.5969603434,8201.64304747211,8337.67239004813,8580.54116734748,8580.54116734748
"PS 40_8",1034.92573100347,1221.38577054771,2037.93291603604,815.524886831038,815.524886831038,2377.92415703998,941.024114215905,1257.1392907051
