Sample,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266
Label,CT,CT,CT,CT,HF,HF,HF,HF
CE 22_6,10570.51407,16943.49924,16707.84683,30157.86525,13531.25273,14959.36468,4896.023038,6010.567452
CE 16_2,2842.097032,1125.021508,2694.048795,3868.440829,135.368398,786.9349959,39.9460492,228.357861
CE 18_2,75316.81518,90863.99362,82780.11995,123094.972,69003.79003,196816.8322,63774.01526,200261.0278
CE 16_0,20157.70074,17256.47371,24222.58853,20880.6295,26208.8793,31110.06612,33799.8114,60945.89342
DG 38_4,5433319.835,4257584.44,3634343.412,3615765.981,6138132.314,6217844.246,4920331.347,9822995.183
DG 40_6,2029581.489,1175285.523,1982057.158,2008461.635,1742530.349,2025519.103,2156447.096,8084809.463
DG 34_2,46842663.21,34381316.54,27393543.8,27782664.93,31023114.08,25720974.96,32000043.64,50921999.32
DG 37_4,110544.8828,86266.45051,68650.02266,72277.05714,147236.9509,152596.6092,74346.71123,202627.9358
DG 40_8,1596318.908,1858050.665,1406096.661,1902172.933,2276433.444,3431633.336,1203967.524,10582148.78
DG 32_2,1208790.763,901230.3241,671549.6448,448263.6491,459391.4654,508805.042,512130.4533,1159250.951
DG 32_0,634029.3245,445006.7461,431039.3525,380712.9171,969078.3217,704068.3007,942322.0968,921618.1566
DG 38_2,4600019.103,2594152.995,2998603.438,2157524.949,1539020.201,1862447.465,1630244.033,3062386.943
DG 34_4,238607.8094,240444.0726,124817.416,142503.6047,129268.5197,139681.8406,144355.6873,326102.3635
DG 36_4,15807120.97,14919219.24,10150723.72,14262529.2,16903392,24121012.87,12165678.87,44445237.24
DG 35_2,1320468.467,816915.3376,674638.744,539731.7851,1095598.709,987027.1913,1032037.05,2556773.909
DG 42_8,369995.5799,295793.929,281951.9772,258690.2183,398525.0316,525276.5882,405583.3253,871465.9537
DG 38_6,6518847.417,5779593.828,6963995.023,5988506.481,11883516.29,9794127.254,11950220.09,20306720.01
DG 36_2,42120637.06,33723423.11,29722293.14,24835753.44,28192260.37,31338719.04,28652776.9,52830258.43
DG 40_4,354468.4915,193405.1402,201285.9781,175350.6324,251879.4766,303491.3665,213169.1569,369095.6904
DG 34_0,137839.1196,81478.07269,121125.127,100315.0191,235831.7865,200658.9257,236217.0756,273822.0204
DG 33_2,976874.5381,494978.8478,294240.1974,455769.3744,484706.3939,536622.1816,372944.6135,1246211.059
DG 42_10,333170.8516,265550.8752,182071.2247,172894.1458,208182.1797,240254.0293,170400.6912,594996.0226
DG 42_6,324380.6631,113100.0006,114263.8523,111147.9826,227881.8556,273960.4992,183395.4389,466324.9971
DG 44_10,156669.5731,111579.6886,118860.9254,152571.5361,193575.0834,231661.4205,179129.0092,345930.6193
DG 26_2,7698.784634,7120.071536,5520.416508,16125.92425,2470.677148,4891.614501,2889.451685,4685.11505
DG 30_0,160575.1136,97265.97405,81350.03413,62226.2461,89691.99973,86747.03805,157049.6053,188776.6232
DG 37_2,292201.3479,186253.9025,213792.1471,153727.0315,204869.3425,178452.728,146574.0231,327486.2044
DG 39_4,189443.6119,224171.5379,107070.2296,16113.46437,141713.9878,96029.21881,60885.63245,114582.8602
DG 40_2,409659.8485,233414.149,227263.9249,105874.3011,119814.1455,142250.9394,145095.4983,386847.0032
DG 36_6,255725.6669,331371.5825,130961.1659,242232.8431,126275.3711,189126.0078,98619.26243,451526.774
DG 42_2,29522.108,26382.16135,30117.29241,32900.95139,10137.95756,17262.43666,6121.404586,20869.50587
DG 36_0,51148.28058,44629.22691,41194.37315,17200.10843,71200.45338,61552.23776,78466.41368,87897.21463
DG 38_0,42998.18862,27467.87018,30655.96976,5282.209654,9661.352028,18659.02821,26256.31044,16229.3852
DG 33_0,22259.92409,13951.72121,14930.90804,11159.16035,26159.73755,32846.28871,23791.90631,40977.32648
DG 39_6,19290.00365,6962.271717,12176.72109,39009.16029,4010.194083,7059.982862,2854.527154,3795.819705
DG 32_6,8189.964821,4336.087335,11479.03459,5747.37697,3494.340999,4742.928543,4619.85828,11427.14326
DG 30_2,25947.33753,25285.85056,25951.58232,29783.38575,13086.88738,8135.532797,7457.388177,21102.4277
DG 37_6,7553.475604,15033.59368,14700.41787,21383.34138,39207.8446,432332.8727,25289.7042,423601.0439
DG 44_6,17322.84384,8827.258518,6726.788717,7123.906832,9427.952026,10078.92121,13724.01835,15513.25502
DG 28_2,15795.74513,12318.81261,11295.94217,8576.113123,8486.15727,9159.157484,11426.81788,16115.16735
DG 39_2,249347.2251,72085.73359,40576.10153,81033.45868,34164.38829,69122.08939,23661.84597,139296.9379
DG 44_8,17418.82493,5659.467664,12592.28855,20700.83148,33759.23235,34426.59053,9163.417117,30907.92458
DG 35_4,23584.67734,69054.09717,58459.81667,32811.36699,84588.42127,99816.74123,36599.27107,192984.9381
lysoPC 20_4,19329615.99,11015656.98,10312072.6,9287604.389,8338452.539,10820779.5,7137379.179,11994389.55
lysoPC 18_2,7483001.99,6646222.764,7332731.144,5381576.292,3815851.948,6767905.873,3411489.636,8070152.2
lysoPC 22_6,9156565.308,6373270.606,6690159.726,5737192.584,4102858.309,6172860.676,3607502.831,7605759.501
lysoPC 19_0,251266.0765,202219.0982,244696.662,285878.0131,157494.5934,230517.4856,104654.0727,241578.9565
lysoPC 20_0,307713.9816,303805.0284,403625.1814,320404.6555,196587.4681,242436.4482,136775.3161,180002.7033
lysoPC 16_0,33957888.96,31637178.3,31749646.51,24928891.75,22642325.14,28347859.64,22641943.88,24888433.04
lysoPC 18_0,35874570.81,28149877.46,33700888.74,21636667.56,26325509.62,33262315.41,26793098.65,36935416.28
lysoPC 24_0,222685.4953,164867.0411,122023.9983,158249.7073,82077.14315,117604.7211,67125.16068,118037.1594
lysoPC 20_2,263392.6014,124532.9747,197888.3609,107799.6196,109210.3259,204047.0463,79004.03265,138873.7809
lysoPC 14_0,50920.88015,41472.41256,61546.64461,31596.39722,21297.76103,23014.30759,14219.2014,21280.38586
lysoPC 21_0,10649.4077,10028.01142,10556.1791,9215.9197,8616.56504,5887.707814,4337.568354,7200.762219
lysoPC 22_0,70953.70354,91633.25832,76302.62321,79823.25446,50465.93055,68011.95601,56191.7099,56337.53096
lysoPC 22_4,123462.4926,66011.65744,75010.10984,48201.31256,64510.9966,116529.3534,67294.00792,90802.78684
lysoPC 23_0,140413.7735,110048.7628,70168.37775,13135.71857,45564.29505,51244.54715,21341.51145,18804.14573
lysoPC 15_0,28976.79361,26616.42734,42766.8851,53430.01368,24511.08846,32050.16629,15936.16033,18050.36325
lysoPC 24_4,7634.752073,5524.890779,5311.793453,6916.666438,4489.242256,7525.155348,4739.582601,3439.51637
lysoPE 16_0,2057197.718,1758370.47,1504694.666,1250065.123,1280631.452,1542815.003,1136313.479,1564420.199
lysoPE 20_4,3639823.972,2670368.127,2174009.686,1820350.25,1424779.39,2078516.807,856110.6192,2288112.896
lysoPE 22_6,1895476.716,1240273.841,948852.3526,861730.5725,810474.5921,1187790.502,585047.4221,1096018.589
lysoPE 18_0,413680.8357,264505.1258,174431.2335,275862.3711,204965.6379,322010.7013,90161.2641,333951.4337
lysoPE 18_2,178029.3913,168182.514,149736.5447,159778.7955,101245.7736,196842.2091,48559.8383,148442.4282
lysoPE 20_0,30413.74632,30216.13952,32980.11765,19222.06747,22122.03782,30386.87021,16526.13551,32622.94596
lysoPE 17_0,20858.79411,23088.13125,24122.2788,31321.32253,31801.29134,50616.53072,16270.03918,37353.62341
lysoPE 19_0,28982.11438,22656.32585,17752.12978,23957.58322,22663.81668,25997.81707,7522.802846,27087.79308
lysoPE 22_4,38488.10499,22549.80899,18648.74265,27459.75717,15992.96928,34539.0949,15287.39913,27431.64203
lysoPE 20_2,19980.60793,9618.691918,18814.13638,16238.81081,12873.7779,15738.93127,4877.675019,5556.682624
lysoPE 22_0,4698.058389,1589.753758,1890.654283,3794.858224,1995.359626,3146.083657,4312.142463,1516.83774
MG 16_0,40510.46931,45321.78924,43130.54406,44929.25929,41728.41303,77823.75043,34343.87295,54645.8471
MG 18_2,112758.4514,98502.33487,93304.12038,115432.2519,89320.91582,157396.4857,82892.4936,92854.34738
MG 17_0,70237.38097,65562.91261,77520.9886,69105.7252,73909.69196,87203.33284,70397.54837,71392.06047
MG 20_4,42917.79884,40508.55522,65891.99403,68103.36807,41558.34188,61722.07656,62811.23476,37994.26542
MG 18_0,16622.85784,10033.45074,11611.96666,17381.76449,13363.94966,18915.42526,8754.158968,18466.78816
MG 18_4,7180.035778,11637.19674,6171.692505,4795.223342,6161.085316,5077.860908,9895.117526,6356.017524
MG 22_4,4866.827518,2481.740587,4465.309823,7477.953922,7436.325971,15349.00368,14176.26104,9219.40228
MG 20_2,7237.815174,2605.755704,4429.051157,4320.790282,5283.023377,6777.932286,5212.059828,4054.539013
PC 35_4,747084.6318,577555.7797,565220.7079,1004063.861,817731.9205,725194.6971,744618.702,764285.6982
PC 40_8,15815452.44,12347727.15,16303234.32,15273599.82,11373281.04,11239481.41,9320257.354,11216570.54
PC 34_4,5849684.459,8908910.751,6369683.159,6032974.969,2581884.824,2979255.675,2127054.507,2865398.16
PC 35_2,1131873.867,1753342.617,1896143.081,1867394.006,2353452.624,2271716.65,1720724.749,4895046.141
PC 38_2,8428444.294,9052631.752,9932167.385,5863115.778,6051543.686,7530391.409,6399897.321,11500855.12
PC 37_4,1874413.964,2089254.352,2027574.491,2684314.881,4038067.093,3145485.502,3332186.097,5932721.842
PC 40_2,449681.4807,470743.0016,497013.1164,336742.6702,273164.4774,356670.5005,337074.5002,466185.8841
PC 33_2,990107.3069,1216295.965,1180990.547,1382823.857,1355686.951,1478557.283,1349851.187,2399655.923
PC 32_0,19718646.41,22577330.76,23016638.39,18618934.12,22178552.6,20266316.89,23425738.97,31373089.43
PC 44_12,191164.8045,176333.8592,293618.0259,262201.4084,109578.7019,121293.5263,74199.11271,115404.2297
PC 39_4,1342273.464,1662402.088,1455741.7,1700314.31,1911963.299,1693151.956,1412531.496,2604262.303
PC 39_6,508098.1068,622246.3607,689836.344,844322.8411,1278487.097,1023793.429,837503.0658,1901318.132
PC 36_6,4884674.635,4668786.352,4650636.717,3666717.717,2074462.439,2025401.358,1790576.012,2897589.367
PC 32_2,6458436.138,7684390.06,7018451.166,5082608.85,2586548.491,3007408.118,2750908.327,4628125.303
PC 42_8,148012.7718,115392.6194,165318.488,124244.4427,120401.9756,141427.1316,101580.3485,125197.3115
PC 37_6,770024.5231,896443.3356,721460.8441,962625.2146,736154.8143,815452.2826,767623.8314,1041545.756
PC 42_2,101333.8045,135548.545,115853.4459,82315.43454,91943.10386,95176.61824,94725.88663,152119.5877
PC 36_2,29223431.9,32056012.83,38747091.14,37538887.78,27497274.27,28661171.74,23365633.29,35107098.23
PC 37_2,958197.4046,1245754.025,1224779.886,1641833.927,1260508.473,1322717.773,687567.756,2211258.619
PC 42_10,2275360.252,1645311.581,3475626.61,3473340.037,1531243.96,1655924.533,1152121.176,1760940.689
PC 36_0,222133.786,225763.4926,312432.3996,305061.0911,128241.9865,157846.3091,116043.7259,143676.426
PC 41_6,260597.291,302382.2,321933.2458,358983.7116,236787.3518,281960.03,128642.7434,276013.1009
PC 38_8,803754.1998,680800.3428,613249.939,736365.5906,380929.7735,437087.1782,313183.7368,506144.5055
PC 40_6,18476575.7,17670379.5,18729983.06,14891973.68,17945614.91,18151927.35,19336989.35,29867792.08
PC 42_6,821236.8434,834618.2695,747329.9136,716476.5187,537475.0086,567333.5964,472438.75,910658.1576
PC 35_0,190674.0842,223994.8866,232922.8803,267708.7423,176152.0406,192192.3149,133898.0249,197263.5135
PC 40_10,108249.8936,95123.78466,110326.9084,120980.6679,123414.8133,123055.4514,105328.9673,128978.0744
PC 44_4,117509.5271,119817.9733,102390.4657,130470.0625,84557.22655,112446.5404,124151.877,160590.4957
PC 28_0,57327.11338,43830.37463,38738.07766,41949.81784,22961.69616,20575.5928,18442.46373,31806.21889
PC 30_2,96694.92689,75589.01572,154839.4867,71108.65035,49113.55268,74398.57449,49242.79182,101308.2446
PC 31_0,25478.21605,28712.04623,37508.1929,37842.83576,29455.07898,29798.8937,15160.99423,27375.84555
PC 42_4,158136.7762,131238.2212,130852.0671,96887.4914,116672.1748,123334.9224,128516.0537,166645.7583
PC 39_8,58740.29403,48920.8366,54964.11176,59404.0751,47895.67032,54675.20957,39265.85427,45754.98206
PC 37_0,234627.6235,178543.115,131283.1084,189182.2648,79200.48569,75143.68333,43988.91003,123226.3978
PC 40_4,47954.19886,32486.03745,43636.32095,39592.70136,42984.16941,44171.98622,42732.59925,69721.60083
PC 39_2,69775.85386,64947.43126,75557.02996,42298.27523,31065.65803,40926.04561,30822.90913,57608.27065
PC 36_4,155028.7171,189904.7795,166403.8909,386484.7232,98688.22196,91515.54085,16073.20437,142629.2533
PC 18_0,28742.02329,25591.6107,14817.74366,16364.15415,15277.1906,20148.73933,35633.64711,23094.28111
PC 38_6,77848.76843,62118.13188,74513.30956,47937.46907,53890.88257,50044.02339,60245.80185,107986.6425
PC 38_0,31822.49066,72469.45701,64346.19238,36469.2296,27549.87921,26063.49344,35779.01507,60419.97978
PC 33_4,42438.57192,50591.03393,31059.69244,24947.60437,10355.06651,13751.86913,9743.736784,16512.91219
PC 32_4,94857.10667,40501.57611,67916.83685,53313.86015,22292.71887,41770.82754,23502.25248,45589.09285
PC 20_2,20558.52367,15090.20342,6619.748628,12320.8507,9700.325593,34605.31241,27086.2438,10909.84976
PC 19_2,5239.006631,8084.833307,10547.40001,12312.48034,10153.92537,10140.12318,4514.661501,7065.344994
PC 33_0,44088.42611,129227.3647,110102.4905,135093.1256,103220.0549,132681.1422,107245.3218,135744.7407
PC 40_0,253605.8574,451689.2982,176091.1066,67453.40254,98556.09001,90680.10785,62074.33783,95109.38014
PC 44_6,209667.6607,243147.5722,184282.1494,29024.01536,115139.7768,102543.2402,74997.02888,59792.30603
PC 38_4,40448.84968,33552.1219,48493.9657,22920.79384,43492.35391,21378.36264,26022.28596,20298.72753
PC 43_6,9424.221702,16452.15862,18497.02111,17980.10335,10989.62078,9343.516809,9750.656876,22220.69855
PC 28_2,21959.72136,17380.58771,14405.83363,5489.358052,3400.034321,8839.126361,4501.988517,4754.155344
PC 39_0,34647.3319,43508.95051,22722.96652,33494.19319,57228.28128,83168.82656,10400.46135,15651.10406
PC 17_0,755.9028389,769.1974566,431.8136065,656.0733818,767.0061461,2993.287226,3894.148741,643.9588146
PC 31_2,44499.45843,41722.61413,33547.39769,40591.745,8409.228923,18027.4612,8269.543535,26552.09925
PC 41_4,35025.58057,35994.88311,23537.16703,39473.82195,54142.63411,59778.27134,27098.78369,57735.15733
PC 31_4,109960.7804,167586.9288,78910.21902,80284.7773,19228.78639,35459.24213,27292.93364,90780.88105
PC 24_6,4277.25037,4064.00672,4412.108907,2959.380073,1512.328219,6223.404928,11250.41127,2267.097483
PC 29_0,9163.063141,8383.691481,9777.474727,8423.015933,6901.529342,4840.784197,4874.59592,6013.933205
PC 30_4,16518.36418,8319.515311,14273.1966,3094.734923,6383.023379,5940.657525,3324.530855,2633.690859
PC 30_0,21383.03208,18602.25577,11931.86521,15163.5171,11689.94751,11377.11379,6129.259518,12077.24786
PC 19_0,63695.33791,26819.06293,30990.04966,48912.36626,17526.23858,23420.55651,17165.2337,27341.86157
PC 7_0,6738.341605,4573.241045,5691.850493,3270.218022,5011.312028,7556.735567,5372.312684,5033.748118
PC 12_0,1572.600935,3463.41237,2771.195421,2749.705502,3285.50053,2489.714375,2357.377106,1319.28582
PC 45_4,7840.732571,8737.841448,5131.443506,12120.28789,15987.72471,12658.0206,17318.06,33615.2686
PC 22_4,24778.55834,5919.799525,4484.120579,9304.462584,6767.080049,18918.9415,25805.13842,13013.39882
PC 21_4,40285.39554,30984.52444,11087.03344,1786.411472,11927.8815,5738.928465,8240.029921,6000.301623
PC 26_0,6349.114841,2784.510265,5473.632776,5692.609219,2077.756939,5333.179623,2598.752618,5685.038191
plasmenyl-PC 18_0,1849404.196,1322604.113,1395802.124,1155426.994,652099.8795,1245951.931,323253.4894,691508.1407
plasmenyl-PC 20_0,300687.268,231380.8256,271092.2114,158551.2876,64403.52469,96653.53946,30951.80058,60773.15194
plasmenyl-PC 40_4,4481.017427,4462.760749,6883.356416,5979.890803,2392.291719,2710.120593,2641.735167,7076.483493
plasmenyl-PC 36_4,60866.74667,6437.513663,19540.08752,20733.60114,12677.583,22925.25765,28008.7493,17976.10733
PE 36_0,3304419.697,3490679.103,3396053.64,3757868.521,4823997.468,4769810.52,4891134.915,4821998.897
PE 39_6,220001.1588,303432.0877,283127.6327,311129.2954,552748.6694,483908.0191,442792.627,884399.0483
PE 34_2,1510088.707,2452899.083,1804419.921,2078904.791,1779369.724,1756384.32,1690089.234,3260359.641
PE 39_4,667873.099,819641.8705,783884.0401,1187437.181,677682.2386,472006.7375,396896.8277,803412.3835
PE 40_4,2292687.765,2529573.306,2162169.532,2382842.103,1886794.605,2279860.836,1885345.355,2136538.927
PE 36_6,264439.4315,396548.2003,302002.0204,268612.1705,104435.6284,137498.2646,149210.9604,157820.1133
PE 38_2,815658.3242,1025000.69,928632.5321,899707.6372,744328.6132,948341.4134,751293.7163,790837.7711
PE 36_2,1970031.03,2312331.541,2386120.878,2626523.078,2583476.824,3168349.514,1938474.249,3670280.501
PE 40_8,1007626.971,1003552.892,1039392.645,1259036.282,1088491.68,1358915.657,1486624.787,1351628.553
PE 36_4,8278392.97,7788854.335,7653760.576,9238171.977,7115327.527,6930058.999,6343005.941,7975420.055
PE 38_4,14241.0483,23214.6338,11736.27905,45288.02949,6339.510068,13295.55118,14017.37933,12920.47729
PE 40_6,5344578.256,5308954.981,4043459.056,6431309.053,5270408.748,5526803.378,4978080.655,6625058.981
PE 37_6,180383.9161,153341.6388,152177.0899,188791.4485,182511.636,145122.3349,185209.7695,276626.339
PE 32_2,51869.19133,61690.1232,56244.44079,54931.30421,15054.10096,13185.62354,16616.91187,15495.83797
PE 37_4,144459.3882,214680.4794,209937.8785,304651.9577,291310.9261,304201.9712,232299.5249,338719.1549
PE 42_6,239269.8089,313458.9161,222369.8795,251241.6924,224720.327,221451.1606,131547.2665,233477.6444
PE 37_2,124409.7381,156111.4639,149244.0033,189408.6065,154331.7327,462523.6453,402731.5747,360388.2141
PE 41_6,166527.3428,217641.89,184512.8132,271098.9824,198569.3788,214124.9976,227869.6091,198791.7916
PE 34_4,163479.7096,53451.62869,31336.62649,46131.91773,50670.45708,27671.07864,19582.10594,40356.88149
PE 40_2,595460.1662,259378.2841,275176.0673,312799.3899,202748.2319,221881.146,118194.7143,225447.9205
PE 42_8,70328.44919,66992.16882,71834.29959,83525.03294,75344.50755,66639.84412,56862.8102,77611.06438
PE 42_10,147259.125,188505.6085,176028.2514,148298.387,183407.366,222920.4066,152881.059,258749.4548
PE 21_4,31281.02539,19709.18691,21238.10338,15671.20725,11110.08864,23625.49394,7141.613135,17879.35236
PE 32_0,20756.11578,22680.84561,17242.55078,33670.1597,10433.66155,18938.73591,13153.75498,16582.01042
PE 44_12,379013.3813,243973.2514,131366.8276,196268.6548,191178.4191,168713.4969,131440.8363,288367.4269
PE 35_4,15599.08847,12631.55134,10644.37185,14527.41428,20391.30023,22889.61722,13439.87858,31993.42704
PE 34_6,39022.64614,39340.90616,8165.980674,2524.080968,6547.253918,3813.717428,1948.194363,2915.541133
plasmenyl-PE 40_6,624344.2056,716589.3873,749070.2921,1042306.051,870826.7945,908570.883,661172.4244,752059.1983
plasmenyl-PE 38_6,713381.4126,781423.6833,739251.9153,696374.5301,893342.9345,925038.7704,1030119.455,1255179.92
plasmenyl-PE 38_4,3119965.247,2350597.061,2075164.444,2777177.964,2964105.527,3547002.907,2947732.884,3966144.837
plasmenyl-PE 36_2,209690.1765,295931.8416,241477.726,315697.5241,205115.8169,279251.7173,208757.244,192772.67
